"speciesName";"nederNaam";"group";"family";"genus"
"Ematurga atomaria";"gewone heispanner";"macro";"Geometridae";"Ematurga"
"Aethalura punctulata";"berkenspikkelspanner";"macro";"Geometridae";"Aethalura"
"Parectropis similaria";"witvlekspikkelspanner";"macro";"Geometridae";"Parectropis"
"Paradarisa consonaria";"vierkantspikkelspanner";"macro";"Geometridae";"Paradarisa"
"Ectropis crepuscularia";"gewone spikkelspanner";"macro";"Geometridae";"Ectropis"
"Fagivorina arenaria";"gespikkelde korstmosspanner";"macro";"Geometridae";"Fagivorina"
"Cleorodes lichenaria";"korstmosspanner";"macro";"Geometridae";"Cleorodes"
"Hypomecis punctinalis";"ringspikkelspanner";"macro";"Geometridae";"Hypomecis"
"Hypomecis roboraria";"grote spikkelspanner";"macro";"Geometridae";"Hypomecis"
"Alcis jubata";"baardmosspikkelspanner";"macro";"Geometridae";"Alcis"
"Alcis bastelbergeri";"gevlekte spikkelspanner";"macro";"Geometridae";"Alcis"
"Alcis repandata";"variabele spikkelspanner";"macro";"Geometridae";"Alcis"
"Deileptenia ribeata";"satijnen spikkelspanner";"macro";"Geometridae";"Deileptenia"
"Cleora cinctaria";"geringde spikkelspanner";"macro";"Geometridae";"Cleora"
"Selidosema brunnearia";"bruine heispanner";"macro";"Geometridae";"Selidosema"
"Peribatodes secundaria";"geveerde spikkelspanner";"macro";"Geometridae";"Peribatodes"
"Peribatodes rhomboidaria";"taxusspikkelspanner";"macro";"Geometridae";"Peribatodes"
"Synopsia sociaria";"zuidelijke spikkelspanner";"macro";"Geometridae";"Synopsia"
"Menophra abruptaria";"zwartvlekspikkelspanner";"macro";"Geometridae";"Menophra"
"Erannis defoliaria";"grote wintervlinder";"macro";"Geometridae";"Erannis"
"Agriopis marginaria";"grote voorjaarsspanner";"macro";"Geometridae";"Agriopis"
"Agriopis aurantiaria";"najaarsspanner";"macro";"Geometridae";"Agriopis"
"Agriopis leucophaearia";"kleine voorjaarsspanner";"macro";"Geometridae";"Agriopis"
"Biston betularia";"peper-en-zoutvlinder";"macro";"Geometridae";"Biston"
"Biston strataria";"vroege spanner";"macro";"Geometridae";"Biston"
"Lycia zonaria";"rouwrandspanner";"macro";"Geometridae";"Lycia"
"Lycia hirtaria";"dunvlerkspanner";"macro";"Geometridae";"Lycia"
"Phigalia pilosaria";"perentak";"macro";"Geometridae";"Phigalia"
"Apocheima hispidaria";"voorjaarsspanner";"macro";"Geometridae";"Apocheima"
"Angerona prunaria";"oranje iepentakvlinder";"macro";"Geometridae";"Angerona"
"Colotois pennaria";"gepluimde spanner";"macro";"Geometridae";"Colotois"
"Ourapteryx sambucaria";"vliervlinder";"macro";"Geometridae";"Ourapteryx"
"Crocallis elinguaria";"kortzuiger";"macro";"Geometridae";"Crocallis"
"Odontopera bidentata";"getande spanner";"macro";"Geometridae";"Odontopera"
"Selenia tetralunaria";"halvemaanvlinder";"macro";"Geometridae";"Selenia"
"Selenia lunularia";"lindeherculesje";"macro";"Geometridae";"Selenia"
"Selenia dentaria";"herculesje";"macro";"Geometridae";"Selenia"
"Ennomos erosaria";"gehakkelde spanner";"macro";"Geometridae";"Ennomos"
"Ennomos fuscantaria";"essenspanner";"macro";"Geometridae";"Ennomos"
"Ennomos alniaria";"geelschouderspanner";"macro";"Geometridae";"Ennomos"
"Ennomos quercinaria";"geelblad";"macro";"Geometridae";"Ennomos"
"Ennomos autumnaria";"iepentakvlinder";"macro";"Geometridae";"Ennomos"
"Apeira syringaria";"seringenvlinder";"macro";"Geometridae";"Apeira"
"Pseudopanthera macularia";"boterbloempje";"macro";"Geometridae";"Pseudopanthera"
"Epione vespertaria";"zoomspanner";"macro";"Geometridae";"Epione"
"Epione repandaria";"puntige zoomspanner";"macro";"Geometridae";"Epione"
"Opisthograptis luteolata";"hagedoornvlinder";"macro";"Geometridae";"Opisthograptis"
"Pachycnemia hippocastanaria";"grijze heispanner";"macro";"Geometridae";"Pachycnemia"
"Plagodis dolabraria";"lindeknotsvlinder";"macro";"Geometridae";"Plagodis"
"Plagodis pulveraria";"geelbruine bandspanner";"macro";"Geometridae";"Plagodis"
"Petrophora chlorosata";"varenspanner";"macro";"Geometridae";"Petrophora"
"Cepphis advenaria";"kleine herculesspanner";"macro";"Geometridae";"Cepphis"
"Macaria brunneata";"bosbesbruintje";"macro";"Geometridae";"Macaria"
"Isturgia limbaria";"oranje bremspanner";"macro";"Geometridae";"Isturgia"
"Chiasmia clathrata";"klaverspanner";"macro";"Geometridae";"Chiasmia"
"Macaria artesiaria";"wilgenspanner";"macro";"Geometridae";"Macaria"
"Macaria wauaria";"zwarte-w-vlinder";"macro";"Geometridae";"Macaria"
"Macaria liturata";"gerimpelde spanner";"macro";"Geometridae";"Macaria"
"Macaria signaria";"lariksspanner";"macro";"Geometridae";"Macaria"
"Macaria alternata";"donker klaverblaadje";"macro";"Geometridae";"Macaria"
"Macaria notata";"klaverblaadje";"macro";"Geometridae";"Macaria"
"Stegania trimaculata";"drievlekspanner";"macro";"Geometridae";"Stegania"
"Ligdia adustata";"aangebrande spanner";"macro";"Geometridae";"Ligdia"
"Lomaspilis marginata";"gerande spanner";"macro";"Geometridae";"Lomaspilis"
"Abraxas sylvata";"porseleinvlinder";"macro";"Geometridae";"Abraxas"
"Abraxas grossulariata";"bonte bessenvlinder";"macro";"Geometridae";"Abraxas"
"Boudinotiana notha";"oranje espenspanner";"macro";"Geometridae";"Boudinotiana"
"Archiearis parthenias";"oranje berkenspanner";"macro";"Geometridae";"Archiearis"
"Cilix glaucata";"witte eenstaart";"macro";"Drepanidae";"Cilix"
"Sabra harpagula";"linde-eenstaart";"macro";"Drepanidae";"Sabra"
"Drepana falcataria";"berkeneenstaart";"macro";"Drepanidae";"Drepana"
"Drepana curvatula";"bruine eenstaart";"macro";"Drepanidae";"Drepana"
"Watsonalla cultraria";"beukeneenstaart";"macro";"Drepanidae";"Watsonalla"
"Watsonalla binaria";"gele eenstaart";"macro";"Drepanidae";"Watsonalla"
"Falcaria lacertinaria";"bleke eenstaart";"macro";"Drepanidae";"Falcaria"
"Achlya flavicornis";"lente-orvlinder";"macro";"Drepanidae";"Achlya"
"Polyploca ridens";"groenige orvlinder";"macro";"Drepanidae";"Polyploca"
"Cymatophorina diluta";"eiken-orvlinder";"macro";"Drepanidae";"Cymatophorina"
"Ochropacha duplaris";"tweestip-orvlinder";"macro";"Drepanidae";"Ochropacha"
"Tetheella fluctuosa";"berken-orvlinder";"macro";"Drepanidae";"Tetheella"
"Tethea or";"orvlinder";"macro";"Drepanidae";"Tethea"
"Tethea ocularis";"peppel-orvlinder";"macro";"Drepanidae";"Tethea"
"Habrosyne pyritoides";"vuursteenvlinder";"macro";"Drepanidae";"Habrosyne"
"Thyatira batis";"braamvlinder";"macro";"Drepanidae";"Thyatira"
"Boloria aquilonaris";"veenbesparelmoervlinder";"rhop";"Nymphalidae";"Boloria"
"Boloria dia";"paarse parelmoervlinder";"rhop";"Nymphalidae";"Boloria"
"Boloria selene";"zilveren maan";"rhop";"Nymphalidae";"Boloria"
"Boloria euphrosyne";"zilvervlek";"rhop";"Nymphalidae";"Boloria"
"Brenthis ino";"purperstreepparelmoervlinder";"rhop";"Nymphalidae";"Brenthis"
"Issoria lathonia";"kleine parelmoervlinder";"rhop";"Nymphalidae";"Issoria"
"Fabriciana niobe";"duinparelmoervlinder";"rhop";"Nymphalidae";"Fabriciana"
"Fabriciana adippe";"bosrandparelmoervlinder";"rhop";"Nymphalidae";"Fabriciana"
"Speyeria aglaja";"grote parelmoervlinder";"rhop";"Nymphalidae";"Speyeria"
"Argynnis paphia";"keizersmantel";"rhop";"Nymphalidae";"Argynnis"
"Melitaea athalia";"bosparelmoervlinder";"rhop";"Nymphalidae";"Melitaea"
"Melitaea diamina";"woudparelmoervlinder";"rhop";"Nymphalidae";"Melitaea"
"Melitaea didyma";"tweekleurige parelmoervlinder";"rhop";"Nymphalidae";"Melitaea"
"Melitaea cinxia";"veldparelmoervlinder";"rhop";"Nymphalidae";"Melitaea"
"Euphydryas aurinia";"moerasparelmoervlinder";"rhop";"Nymphalidae";"Euphydryas"
"Araschnia levana";"landkaartje";"rhop";"Nymphalidae";"Araschnia"
"Nymphalis antiopa";"rouwmantel";"rhop";"Nymphalidae";"Nymphalis"
"Nymphalis polychloros";"grote vos";"rhop";"Nymphalidae";"Nymphalis"
"Polygonia c-album";"gehakkelde aurelia";"rhop";"Nymphalidae";"Polygonia"
"Aglais urticae";"kleine vos";"rhop";"Nymphalidae";"Aglais"
"Aglais io";"dagpauwoog";"rhop";"Nymphalidae";"Aglais"
"Vanessa cardui";"distelvlinder";"rhop";"Nymphalidae";"Vanessa"
"Vanessa atalanta";"atalanta";"rhop";"Nymphalidae";"Vanessa"
"Limenitis reducta";"blauwe ijsvogelvlinder";"rhop";"Nymphalidae";"Limenitis"
"Limenitis camilla";"kleine ijsvogelvlinder";"rhop";"Nymphalidae";"Limenitis"
"Limenitis populi";"grote ijsvogelvlinder";"rhop";"Nymphalidae";"Limenitis"
"Apatura iris";"grote weerschijnvlinder";"rhop";"Nymphalidae";"Apatura"
"Apatura ilia";"kleine weerschijnvlinder";"rhop";"Nymphalidae";"Apatura"
"Arethusana arethusa";"oranje steppevlinder";"rhop";"Nymphalidae";"Arethusana"
"Hipparchia statilinus";"kleine heivlinder";"rhop";"Nymphalidae";"Hipparchia"
"Hipparchia semele";"heivlinder";"rhop";"Nymphalidae";"Hipparchia"
"Hipparchia fagi";"grote boswachter";"rhop";"Nymphalidae";"Hipparchia"
"Melanargia galathea";"dambordje";"rhop";"Nymphalidae";"Melanargia"
"Erebia medusa";"voorjaarserebia";"rhop";"Nymphalidae";"Erebia"
"Erebia aethiops";"zomererebia";"rhop";"Nymphalidae";"Erebia"
"Erebia ligea";"boserebia";"rhop";"Nymphalidae";"Erebia"
"Maniola jurtina";"bruin zandoogje";"rhop";"Nymphalidae";"Maniola"
"Aphantopus hyperantus";"koevinkje";"rhop";"Nymphalidae";"Aphantopus"
"Pyronia tithonus";"oranje zandoogje";"rhop";"Nymphalidae";"Pyronia"
"Coenonympha pamphilus";"hooibeestje";"rhop";"Nymphalidae";"Coenonympha"
"Coenonympha hero";"zilverstreephooibeestje";"rhop";"Nymphalidae";"Coenonympha"
"Coenonympha arcania";"tweekleurig hooibeestje";"rhop";"Nymphalidae";"Coenonympha"
"Coenonympha tullia";"veenhooibeestje";"rhop";"Nymphalidae";"Coenonympha"
"Lopinga achine";"boszandoog";"rhop";"Nymphalidae";"Lopinga"
"Lasiommata maera";"rotsvlinder";"rhop";"Nymphalidae";"Lasiommata"
"Lasiommata megera";"argusvlinder";"rhop";"Nymphalidae";"Lasiommata"
"Pararge aegeria";"bont zandoogje";"rhop";"Nymphalidae";"Pararge"
"Danaus plexippus";"monarchvlinder";"rhop";"Nymphalidae";"Danaus"
"Lysandra coridon";"bleek blauwtje";"rhop";"Lycaenidae";"Lysandra"
"Polyommatus icarus";"icarusblauwtje";"rhop";"Lycaenidae";"Polyommatus"
"Cyaniris semiargus";"klaverblauwtje";"rhop";"Lycaenidae";"Cyaniris"
"Aricia agestis";"bruin blauwtje";"rhop";"Lycaenidae";"Aricia"
"Agriades optilete";"veenbesblauwtje";"rhop";"Lycaenidae";"Agriades"
"Plebejus idas";"vals heideblauwtje";"rhop";"Lycaenidae";"Plebejus"
"Plebejus argus";"heideblauwtje";"rhop";"Lycaenidae";"Plebejus"
"Phengaris nausithous";"donker pimpernelblauwtje";"rhop";"Lycaenidae";"Phengaris"
"Phengaris teleius";"pimpernelblauwtje";"rhop";"Lycaenidae";"Phengaris"
"Phengaris arion";"tijmblauwtje";"rhop";"Lycaenidae";"Phengaris"
"Phengaris alcon";"gentiaanblauwtje";"rhop";"Lycaenidae";"Phengaris"
"Celastrina argiolus";"boomblauwtje";"rhop";"Lycaenidae";"Celastrina"
"Cupido argiades";"staartblauwtje";"rhop";"Lycaenidae";"Cupido"
"Cupido minimus";"dwergblauwtje";"rhop";"Lycaenidae";"Cupido"
"Lampides boeticus";"tijgerblauwtje";"rhop";"Lycaenidae";"Lampides"
"Satyrium ilicis";"bruine eikenpage";"rhop";"Lycaenidae";"Satyrium"
"Satyrium pruni";"pruimenpage";"rhop";"Lycaenidae";"Satyrium"
"Satyrium w-album";"iepenpage";"rhop";"Lycaenidae";"Satyrium"
"Callophrys rubi";"groentje";"rhop";"Lycaenidae";"Callophrys"
"Favonius quercus";"eikenpage";"rhop";"Lycaenidae";"Favonius"
"Thecla betulae";"sleedoornpage";"rhop";"Lycaenidae";"Thecla"
"Lycaena hippothoe";"rode vuurvlinder";"rhop";"Lycaenidae";"Lycaena"
"Lycaena tityrus";"bruine vuurvlinder";"rhop";"Lycaenidae";"Lycaena"
"Lycaena virgaureae";"morgenrood";"rhop";"Lycaenidae";"Lycaena"
"Lycaena dispar";"grote vuurvlinder";"rhop";"Lycaenidae";"Lycaena"
"Lycaena phlaeas";"kleine vuurvlinder";"rhop";"Lycaenidae";"Lycaena"
"Hamearis lucina";"sleutelbloemvlinder";"rhop";"Riodinidae";"Hamearis"
"Pontia daplidice";"resedawitje";"rhop";"Pieridae";"Pontia"
"Pieris napi";"klein geaderd witje";"rhop";"Pieridae";"Pieris"
"Pieris rapae";"klein koolwitje";"rhop";"Pieridae";"Pieris"
"Pieris brassicae";"groot koolwitje";"rhop";"Pieridae";"Pieris"
"Aporia crataegi";"groot geaderd witje";"rhop";"Pieridae";"Aporia"
"Anthocharis cardamines";"oranjetipje";"rhop";"Pieridae";"Anthocharis"
"Gonepteryx rhamni";"citroenvlinder";"rhop";"Pieridae";"Gonepteryx"
"Colias alfacariensis";"zuidelijke luzernevlinder";"rhop";"Pieridae";"Colias"
"Colias hyale";"gele luzernevlinder";"rhop";"Pieridae";"Colias"
"Colias chrysotheme";"steppeluzernevlinder";"rhop";"Pieridae";"Colias"
"Colias crocea";"oranje luzernevlinder";"rhop";"Pieridae";"Colias"
"Colias palaeno";"veengeeltje";"rhop";"Pieridae";"Colias"
"Leptidea sinapis";"boswitje";"rhop";"Pieridae";"Leptidea"
"Papilio machaon";"koninginnenpage";"rhop";"Papilionidae";"Papilio"
"Iphiclides podalirius";"koningspage";"rhop";"Papilionidae";"Iphiclides"
"Parnassius apollo";"apollovlinder";"rhop";"Papilionidae";"Parnassius"
"Pyrgus alveus";"groot spikkeldikkopje";"rhop";"Hesperiidae";"Pyrgus"
"Pyrgus armoricanus";"bretons spikkeldikkopje";"rhop";"Hesperiidae";"Pyrgus"
"Pyrgus cirsii";"rood spikkeldikkopje";"rhop";"Hesperiidae";"Pyrgus"
"Pyrgus onopordi";"aambeeldspikkeldikkopje";"rhop";"Hesperiidae";"Pyrgus"
"Pyrgus malvae";"aardbeivlinder";"rhop";"Hesperiidae";"Pyrgus"
"Pyrgus carthami";"witgezoomd spikkeldikkopje";"rhop";"Hesperiidae";"Pyrgus"
"Spialia sertorius";"kalkgraslanddikkopje";"rhop";"Hesperiidae";"Spialia"
"Carcharodus alceae";"kaasjeskruiddikkopje";"rhop";"Hesperiidae";"Carcharodus"
"Erynnis tages";"bruin dikkopje";"rhop";"Hesperiidae";"Erynnis"
"Carterocephalus palaemon";"bont dikkopje";"rhop";"Hesperiidae";"Carterocephalus"
"Heteropterus morpheus";"spiegeldikkopje";"rhop";"Hesperiidae";"Heteropterus"
"Ochlodes sylvanus";"groot dikkopje";"rhop";"Hesperiidae";"Ochlodes"
"Hesperia comma";"kommavlinder";"rhop";"Hesperiidae";"Hesperia"
"Thymelicus acteon";"dwergdikkopje";"rhop";"Hesperiidae";"Thymelicus"
"Thymelicus sylvestris";"geelsprietdikkopje";"rhop";"Hesperiidae";"Thymelicus"
"Thymelicus lineola";"zwartsprietdikkopje";"rhop";"Hesperiidae";"Thymelicus"
"Hippotion celerio";"wingerdpijlstaart";"macro";"Sphingidae";"Hippotion"
"Deilephila porcellus";"klein avondrood";"macro";"Sphingidae";"Deilephila"
"Deilephila elpenor";"groot avondrood";"macro";"Sphingidae";"Deilephila"
"Hyles livornica";"gestreepte pijlstaart";"macro";"Sphingidae";"Hyles"
"Hyles gallii";"walstropijlstaart";"macro";"Sphingidae";"Hyles"
"Hyles euphorbiae";"wolfsmelkpijlstaart";"macro";"Sphingidae";"Hyles"
"Macroglossum stellatarum";"kolibrievlinder";"macro";"Sphingidae";"Macroglossum"
"Proserpinus proserpina";"teunisbloempijlstaart";"macro";"Sphingidae";"Proserpinus"
"Daphnis nerii";"oleanderpijlstaart";"macro";"Sphingidae";"Daphnis"
"Hemaris fuciformis";"glasvleugelpijlstaart";"macro";"Sphingidae";"Hemaris"
"Hemaris tityus";"hommelvlinder";"macro";"Sphingidae";"Hemaris"
"Sphinx pinastri";"dennenpijlstaart";"macro";"Sphingidae";"Sphinx"
"Sphinx ligustri";"ligusterpijlstaart";"macro";"Sphingidae";"Sphinx"
"Acherontia atropos";"doodshoofdvlinder";"macro";"Sphingidae";"Acherontia"
"Agrius convolvuli";"windepijlstaart";"macro";"Sphingidae";"Agrius"
"Laothoe populi";"populierenpijlstaart";"macro";"Sphingidae";"Laothoe"
"Smerinthus ocellata";"pauwoogpijlstaart";"macro";"Sphingidae";"Smerinthus"
"Mimas tiliae";"lindepijlstaart";"macro";"Sphingidae";"Mimas"
"Lemonia dumi";"herfstspinner";"macro";"Brahmaeidae";"Lemonia"
"Saturnia pavonia";"nachtpauwoog";"macro";"Saturniidae";"Saturnia"
"Saturnia pyri";"grote nachtpauwoog";"macro";"Saturniidae";"Saturnia"
"Aglia tau";"tauvlinder";"macro";"Saturniidae";"Aglia"
"Endromis versicolora";"gevlamde vlinder";"macro";"Endromidae";"Endromis"
"Odonestis pruni";"kersenspinner";"macro";"Lasiocampidae";"Odonestis"
"Gastropacha populifolia";"populierenblad";"macro";"Lasiocampidae";"Gastropacha"
"Gastropacha quercifolia";"eikenblad";"macro";"Lasiocampidae";"Gastropacha"
"Phyllodesma tremulifolia";"espenblad";"macro";"Lasiocampidae";"Phyllodesma"
"Phyllodesma ilicifolia";"hulstblad";"macro";"Lasiocampidae";"Phyllodesma"
"Euthrix potatoria";"rietvink";"macro";"Lasiocampidae";"Euthrix"
"Dendrolimus pini";"dennenspinner";"macro";"Lasiocampidae";"Dendrolimus"
"Macrothylacia rubi";"veelvraat";"macro";"Lasiocampidae";"Macrothylacia"
"Lasiocampa quercus";"hageheld";"macro";"Lasiocampidae";"Lasiocampa"
"Lasiocampa trifolii";"kleine hageheld";"macro";"Lasiocampidae";"Lasiocampa"
"Malacosoma castrensis";"heideringelrups";"macro";"Lasiocampidae";"Malacosoma"
"Malacosoma neustria";"ringelrups";"macro";"Lasiocampidae";"Malacosoma"
"Eriogaster catax";"bosrandspinner";"macro";"Lasiocampidae";"Eriogaster"
"Eriogaster lanestris";"wolspinner";"macro";"Lasiocampidae";"Eriogaster"
"Trichiura crataegi";"grijsbandspinner";"macro";"Lasiocampidae";"Trichiura"
"Poecilocampa populi";"zwarte herfstspinner";"macro";"Lasiocampidae";"Poecilocampa"
"Thyris fenestrella";"bosrankvlinder";"macro";"Thyrididae";"Thyris"
"Agrotera nemoralis";"haagbeukmot";"micro";"Crambidae";"Agrotera"
"Palpita vitrealis";"satijnlichtmot";"micro";"Crambidae";"Palpita"
"Patania ruralis";"parelmoermot";"micro";"Crambidae";"Patania"
"Diasemiopsis ramburialis";"agaatlichtmot";"micro";"Crambidae";"Diasemiopsis"
"Diasemia reticularis";"zwerfstreepmot";"micro";"Crambidae";"Diasemia"
"Duponchelia fovealis";"duponcheliamot";"micro";"Crambidae";"Duponchelia"
"Dolicharthria punctalis";"sikkelvlekmot";"micro";"Crambidae";"Dolicharthria"
"Nomophila noctuella";"luipaardlichtmot";"micro";"Crambidae";"Nomophila"
"Mecyna flavalis";"geelwitte kruidenmot";"micro";"Crambidae";"Mecyna"
"Udea olivalis";"witvlekkruidenmot";"micro";"Crambidae";"Udea"
"Udea prunalis";"grijze kruidenmot";"micro";"Crambidae";"Udea"
"Udea fulvalis";"zuidelijke kruidenmot";"micro";"Crambidae";"Udea"
"Udea ferrugalis";"oranje kruidenmot";"micro";"Crambidae";"Udea"
"Udea lutealis";"witte kruidenmot";"micro";"Crambidae";"Udea"
"Nascia cilialis";"moerasduiveltje";"micro";"Crambidae";"Nascia"
"Anania fuscalis";"hengellichtmot";"micro";"Crambidae";"Anania"
"Anania crocealis";"gegolfde lichtmot";"micro";"Crambidae";"Anania"
"Psammotis pulveralis";"wolfspootlichtmot";"micro";"Crambidae";"Psammotis"
"Anania verbascalis";"salielichtmot";"micro";"Crambidae";"Anania"
"Anania funebris";"lichtbalmot";"micro";"Crambidae";"Anania"
"Anania stachydalis";"bonte coronamot";"micro";"Crambidae";"Anania"
"Anania perlucidalis";"donkere coronamot";"micro";"Crambidae";"Anania"
"Anania coronata";"gewone coronamot";"micro";"Crambidae";"Anania"
"Anania lancealis";"lichte coronamot";"micro";"Crambidae";"Anania"
"Anania hortulata";"bonte brandnetelroller";"micro";"Crambidae";"Anania"
"Ostrinia nubilalis";"ma�sboorder";"micro";"Crambidae";"Ostrinia"
"Sclerocona acutella";"mantelmot";"micro";"Crambidae";"Sclerocona"
"Sitochroa verticalis";"fijne golfbandmot";"micro";"Crambidae";"Sitochroa"
"Sitochroa palealis";"bruidsmot";"micro";"Crambidae";"Sitochroa"
"Loxostege sticticalis";"geelzoommot";"micro";"Crambidae";"Loxostege"
"Pyrausta cingulata";"zwartwitte tijmmot";"micro";"Crambidae";"Pyrausta"
"Pyrausta nigrata";"stiptijmmot";"micro";"Crambidae";"Pyrausta"
"Pyrausta porphyralis";"roestkleurige muntvlinder";"micro";"Crambidae";"Pyrausta"
"Pyrausta despicata";"weegbreemot";"micro";"Crambidae";"Pyrausta"
"Pyrausta sanguinalis";"mijtermot";"micro";"Crambidae";"Pyrausta"
"Pyrausta purpuralis";"purpermot";"micro";"Crambidae";"Pyrausta"
"Pyrausta ostrinalis";"duinmuntvlinder";"micro";"Crambidae";"Pyrausta"
"Pyrausta aurata";"muntvlinder";"micro";"Crambidae";"Pyrausta"
"Evergestis extimalis";"aangebrande valkmot";"micro";"Crambidae";"Evergestis"
"Evergestis pallidata";"bonte valkmot";"micro";"Crambidae";"Evergestis"
"Evergestis forficalis";"lijnvalkmot";"micro";"Crambidae";"Evergestis"
"Evergestis limbata";"gezoomde valkmot";"micro";"Crambidae";"Evergestis"
"Eurrhypis pollinalis";"sneeuwvlekje";"micro";"Crambidae";"Eurrhypis"
"Atralata albofascialis";"donderkruidmot";"micro";"Crambidae";"Atralata"
"Cynaeda dentalis";"gevlamde grasmot";"micro";"Crambidae";"Cynaeda"
"Nymphula nitidulata";"egelskopmot";"micro";"Crambidae";"Nymphula"
"Parapoynx stratiotata";"krabbenscheermot";"micro";"Crambidae";"Parapoynx"
"Cataclysta lemnata";"kroosvlindertje";"micro";"Crambidae";"Cataclysta"
"Acentria ephemerella";"duikermot";"micro";"Crambidae";"Acentria"
"Elophila rivulalis";"melkwitte waterleliemot";"micro";"Crambidae";"Elophila"
"Elophila nymphaeata";"waterleliemot";"micro";"Crambidae";"Elophila"
"Donacaula mucronella";"zeggesnuitmot";"micro";"Crambidae";"Donacaula"
"Donacaula forficella";"liesgrassnuitmot";"micro";"Crambidae";"Donacaula"
"Schoenobius gigantella";"rietsnuitmot";"micro";"Crambidae";"Schoenobius"
"Platytes alpinella";"baardsnuitmot";"micro";"Crambidae";"Platytes"
"Platytes cerussella";"v-baardsnuitmot";"micro";"Crambidae";"Platytes"
"Pediasia aridella";"geaderde grasmot";"micro";"Crambidae";"Pediasia"
"Pediasia contaminella";"oranjebruine grasmot";"micro";"Crambidae";"Pediasia"
"Pediasia fascelinella";"grote grasmot";"micro";"Crambidae";"Pediasia"
"Thisanotia chrysonuchella";"duingrasmot";"micro";"Crambidae";"Thisanotia"
"Catoptria lythargyrella";"satijnvlakjesmot";"micro";"Crambidae";"Catoptria"
"Catoptria verellus";"zwartbruine vlakjesmot";"micro";"Crambidae";"Catoptria"
"Catoptria falsella";"drietandvlakjesmot";"micro";"Crambidae";"Catoptria"
"Catoptria fulgidella";"getande vlakjesmot";"micro";"Crambidae";"Catoptria"
"Catoptria margaritella";"gelijnde vlakjesmot";"micro";"Crambidae";"Catoptria"
"Catoptria pinella";"egale vlakjesmot";"micro";"Crambidae";"Catoptria"
"Catoptria osthelderi";"smalle vlakjesmot";"micro";"Crambidae";"Catoptria"
"Catoptria permutatellus";"brede vlakjesmot";"micro";"Crambidae";"Catoptria"
"Agriphila geniculea";"gepijlde grasmot";"micro";"Crambidae";"Agriphila"
"Agriphila straminella";"blauwooggrasmot";"micro";"Crambidae";"Agriphila"
"Agriphila selasella";"smalle witlijngrasmot";"micro";"Crambidae";"Agriphila"
"Agriphila latistria";"witlijngrasmot";"micro";"Crambidae";"Agriphila"
"Agriphila inquinatella";"moerasgrasmot";"micro";"Crambidae";"Agriphila"
"Agriphila tristella";"variabele grasmot";"micro";"Crambidae";"Agriphila"
"Agriphila deliella";"zwartstreepgrasmot";"micro";"Crambidae";"Agriphila"
"Crambus perlella";"bleke grasmot";"micro";"Crambidae";"Crambus"
"Crambus hamella";"scherphoekgrasmot";"micro";"Crambidae";"Crambus"
"Crambus lathoniellus";"vroege grasmot";"micro";"Crambidae";"Crambus"
"Crambus pratella";"streepjesgrasmot";"micro";"Crambidae";"Crambus"
"Crambus ericella";"heidegrasmot";"micro";"Crambidae";"Crambus"
"Crambus uliginosellus";"biezengrasmot";"micro";"Crambidae";"Crambus"
"Crambus silvella";"bruine grasmot";"micro";"Crambidae";"Crambus"
"Crambus pascuella";"zilverstreepgrasmot";"micro";"Crambidae";"Crambus"
"Chrysoteuchia culmella";"gewone grasmot";"micro";"Crambidae";"Chrysoteuchia"
"Calamotropha paludella";"lisdoddesnuitmot";"micro";"Crambidae";"Calamotropha"
"Chilo phragmitella";"rietmot";"micro";"Crambidae";"Chilo"
"Euchromius ocellea";"tandjesmot";"micro";"Crambidae";"Euchromius"
"Heliothela wulfeniana";"brandplekmot";"micro";"Crambidae";"Heliothela"
"Eudonia mercurella";"variabele granietmot";"micro";"Crambidae";"Eudonia"
"Eudonia truncicolella";"nazomergranietmot";"micro";"Crambidae";"Eudonia"
"Eudonia delunella";"zwartvlekgranietmot";"micro";"Crambidae";"Eudonia"
"Eudonia lineola";"duingranietmot";"micro";"Crambidae";"Eudonia"
"Eudonia lacustrata";"lichte granietmot";"micro";"Crambidae";"Eudonia"
"Scoparia pyralella";"oranje granietmot";"micro";"Crambidae";"Scoparia"
"Scoparia ambigualis";"vroege granietmot";"micro";"Crambidae";"Scoparia"
"Scoparia basistrigalis";"scherpe granietmot";"micro";"Crambidae";"Scoparia"
"Scoparia subfusca";"bitterkruidgranietmot";"micro";"Crambidae";"Scoparia"
"Anerastia lotella";"helmgrasmot";"micro";"Pyralidae";"Anerastia"
"Cadra cautella";"amandelmot";"micro";"Pyralidae";"Cadra"
"Ephestia parasitella";"";"micro";"Pyralidae";"Ephestia"
"Ephestia elutella";"cacaomot";"micro";"Pyralidae";"Ephestia"
"Ephestia kuehniella";"grauwe meelmot";"micro";"Pyralidae";"Ephestia"
"Plodia interpunctella";"indische meelmot";"micro";"Pyralidae";"Plodia"
"Vitula biviella";"katjeslichtmot";"micro";"Pyralidae";"Vitula"
"Phycitodes albatella";"grootvlekweidemot";"micro";"Pyralidae";"Phycitodes"
"Phycitodes saxicola";"kustweidemot";"micro";"Pyralidae";"Phycitodes"
"Phycitodes inquinatella";"fraaie weidemot";"micro";"Pyralidae";"Phycitodes"
"Phycitodes binaevella";"weidemot";"micro";"Pyralidae";"Phycitodes"
