"speciesName";"nederNaam";"group";"family";"genus"
"Coleophora laricella";"larikskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora albicosta";"gaspeldoornkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora lixella";"gouden sikkelkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora ochrea";"zonneroosjeskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora vibicella";"grote goudkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora caelebipennella";"bonte averuitkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora ditella";"zuidelijke alsemkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora conspicuella";"knoopkruidkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora serpylletorum";"smallijnige tijmkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora virgatella";"";"micro";"Coleophoridae";"Coleophora"
"Coleophora pyrrhulipennella";"gestreepte heidekokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora currucipennella";"okervlerkkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora zelleriella";"goudvlerkwilgenkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora betulella";"witte berkenkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora ibipennella";"geelsnuiteikenkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora kuehnella";"blaasjespistoolkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora albidella";"witte wilgenkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora anatipenella";"witte meidoornkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora mayrella";"kamsprietkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora deauratella";"grijze metaalkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora chalcogrammella";"goudkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora albicostella";"aardbeikokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora discordella";"rolklaverkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora niveicostella";"egale sprietkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora genistae";"stekelbremkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora saturatella";"driekleurige bremkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora trifariella";"bremkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora lithargyrinella";"bruine muurkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora hemerobiella";"fruitboomkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora lineolea";"andoornkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora calycotomella";"bezembremkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora conyzae";"heelblaadjeskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora alcyonipennella";"metaalkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora trifolii";"lichte metaalkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora albitarsella";"zwarte weidekokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora potentillae";"braamkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora ahenella";"heksenmutskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora binderella";"gefrommelde kokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora orbitella";"okergrijze kokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora juncicolella";"heidelootjeskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora violacea";"witsprietkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora glitzella";"bosbeskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora vitisella";"kromme bosbeskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora vacciniella";"grote bosbeskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora lusciniaepennella";"slanke wilgenkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora fuscocuprella";"lichte groenglanskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora cornutella";"lichtbruine berkkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora spinella";"geelkopprunuskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora prunifoliae";"prunuskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora coracipennella";"donkergrijze kokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora serratella";"bruingrijze kokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora siccifolia";"grote bladkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora trigeminella";"zuidelijke meidoornkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora hydrolapathella";"moeraskokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora limosipennella";"lichte iepkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora alnifoliae";"elzenkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora badiipennella";"iepenkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora milvipennis";"spatel-berkkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora flavipennella";"donkere eikenkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora gryphipennella";"rozenkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora ochripennella";"geelbruine kokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora lutipennella";"gewone eikenkokermot";"micro";"Coleophoridae";"Coleophora"
"Coleophora limoniella";"keizersgalmot";"micro";"Coleophoridae";"Coleophora"
"Metriotes lutarea";"grijze muurkokermot";"micro";"Coleophoridae";"Metriotes"
"Spuleria flavicaput";"geelkopmot";"micro";"Elachistidae";"Spuleria"
"Blastodacna vinolentella";"donkere kwastmot";"micro";"Elachistidae";"Blastodacna"
"Blastodacna hellerella";"meidoornkwastmot";"micro";"Elachistidae";"Blastodacna"
"Blastodacna atra";"appelkwastmot";"micro";"Elachistidae";"Blastodacna"
"Heinemannia festivella";"pandamot";"micro";"Elachistidae";"Heinemannia"
"Chrysoclista lathamella";"donkere klinknagelmot";"micro";"Elachistidae";"Chrysoclista"
"Chrysoclista linneella";"klinknagelmot";"micro";"Elachistidae";"Chrysoclista"
"Elachista consortella";"kustgrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista stabilella";"schorrengrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista exactella";"bochtige-smelemineermot";"micro";"Elachistidae";"Elachista"
"Elachista freyerella";"kleine grasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista albidella";"witte zeggemineermot";"micro";"Elachistidae";"Elachista"
"Elachista utonella";"gevlekte zeggemineermot";"micro";"Elachistidae";"Elachista"
"Elachista arnoldi";"gelijnde zeggemineermot";"micro";"Elachistidae";"Elachista"
"Elachista scirpi";"heenmineermot";"micro";"Elachistidae";"Elachista"
"Elachista eleochariella";"waterbiesmineermot";"micro";"Elachistidae";"Elachista"
"Elachista serricornis";"gezaagde zeggemineermot";"micro";"Elachistidae";"Elachista"
"Elachista bisulcella";"duinrietmineermot";"micro";"Elachistidae";"Elachista"
"Elachista adscitella";"ruwe-smelemineermot";"micro";"Elachistidae";"Elachista"
"Elachista subalbidella";"pijpestrootjesmineermot";"micro";"Elachistidae";"Elachista"
"Elachista gangabella";"boskortsteelmineermot";"micro";"Elachistidae";"Elachista"
"Elachista cingillella";"";"micro";"Elachistidae";"Elachista"
"Elachista chrysodesmella";"gevinde kortsteelmineermot";"micro";"Elachistidae";"Elachista"
"Elachista pullicomella";"donkere grasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista dispilella";"schapengrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista subocellea";"geelbandgrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista pollinariella";"gepuncteerde grasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista argentella";"witte grasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista maculicerusella";"grijsgevlekte grasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista rufocinerea";"rossige grasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista canapennella";"zilveren grasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista humilis";"grijze grasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista pomerana";"haakbandgrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista subnigrella";"kalkgraslandmineermot";"micro";"Elachistidae";"Elachista"
"Elachista apicipunctella";"zilverpuntgrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista nobilella";"prachtgrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista bifasciella";"tweebandgrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista albifrontella";"witkopgrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista luticomella";"geelkopgrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista alpinella";"alpenzeggemineermot";"micro";"Elachistidae";"Elachista"
"Elachista atricomella";"grote grasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista poae";"liesgrasmineermot";"micro";"Elachistidae";"Elachista"
"Elachista biatomella";"duinzeggemineermot";"micro";"Elachistidae";"Elachista"
"Elachista geminatella";"veldbiesmineermot";"micro";"Elachistidae";"Elachista"
"Stephensia brunnichella";"halsbandmineermot";"micro";"Elachistidae";"Stephensia"
"Perittia obscurepunctella";"kamperfoeliemineermot";"micro";"Elachistidae";"Perittia"
"Perittia farinella";"grasgeestje";"micro";"Elachistidae";"Perittia"
"Dasystoma salicella";"wollige kortvleugelmot";"micro";"Chimabachidae";"Dasystoma"
"Diurnea lipsiella";"herfstkortvleugelmot";"micro";"Chimabachidae";"Diurnea"
"Diurnea fagella";"voorjaarskortvleugelmot";"micro";"Chimabachidae";"Diurnea"
"Stathmopoda pedella";"pootmot";"micro";"Stathmopodidae";"Stathmopoda"
"Carcina quercana";"vuurmot";"micro";"Peleopodidae";"Carcina"
"Denisia similella";"citroenstamgastje";"micro";"Oecophoridae";"Denisia"
"Denisia augustella";"quasistamgastje";"micro";"Oecophoridae";"Denisia"
"Denisia albimaculea";"wit stamgastje";"micro";"Oecophoridae";"Denisia"
"Denisia stipella";"vaal stamgastje";"micro";"Oecophoridae";"Denisia"
"Eratophyes amasiella";"oosterse schone";"micro";"Oecophoridae";"Eratophyes"
"Crassa tinctella";"lichte zwamboorder";"micro";"Oecophoridae";"Crassa"
"Dasycera oliviella";"schorsvaandeldrager";"micro";"Oecophoridae";"Dasycera"
"Esperia sulphurella";"esperiamot";"micro";"Oecophoridae";"Esperia"
"Epicallima formosella";"appelmolmboorder";"micro";"Oecophoridae";"Epicallima"
"Bisigna procerella";"naaldkunstwerkje";"micro";"Oecophoridae";"Bisigna"
"Batia internella";"dennenmosboorder";"micro";"Oecophoridae";"Batia"
"Batia lunaris";"kleine mosboorder";"micro";"Oecophoridae";"Batia"
"Batia lambdella";"grote mosboorder";"micro";"Oecophoridae";"Batia"
"Crassa unitella";"zwamboorder";"micro";"Oecophoridae";"Crassa"
"Oecophora bractella";"molmboorder";"micro";"Oecophoridae";"Oecophora"
"Alabonia geoffrella";"trompetmotje";"micro";"Oecophoridae";"Alabonia"
"Metalampra cinnamomea";"kaneelsikkelmot";"micro";"Oecophoridae";"Metalampra"
"Harpella forficella";"bruine molmboorder";"micro";"Oecophoridae";"Harpella"
"Hofmannophila pseudospretella";"bruine huismot";"micro";"Oecophoridae";"Hofmannophila"
"Endrosis sarcitrella";"witkopmot";"micro";"Oecophoridae";"Endrosis"
"Borkhausenia nefrax";"satijnvleugelsikkelmot";"micro";"Oecophoridae";"Borkhausenia"
"Borkhausenia luridicomella";"geelkopdwergsikkelmot";"micro";"Oecophoridae";"Borkhausenia"
"Borkhausenia fuscescens";"dwergsikkelmot";"micro";"Oecophoridae";"Borkhausenia"
"Borkhausenia minutella";"schuursikkelmot";"micro";"Oecophoridae";"Borkhausenia"
"Pleurota bicostella";"gemsmot";"micro";"Oecophoridae";"Pleurota"
"Aplota palpella";"langsnoetmot";"micro";"Oecophoridae";"Aplota"
"Ethmia bipunctella";"grote zwartwitmot";"micro";"Elachistidae";"Ethmia"
"Ethmia terminella";"vierpuntzwartwitmot";"micro";"Elachistidae";"Ethmia"
"Ethmia quadrillella";"kleine zwartwitmot";"micro";"Elachistidae";"Ethmia"
"Ethmia dodecea";"tienvlekzwartwitmot";"micro";"Elachistidae";"Ethmia"
"Pseudatemelia latipennella";"oostelijke zaksikkelmot";"micro";"Lypusidae";"Pseudatemelia"
"Pseudatemelia subochreella";"gele zaksikkelmot";"micro";"Lypusidae";"Pseudatemelia"
"Pseudatemelia flavifrontella";"vroege zaksikkelmot";"micro";"Lypusidae";"Pseudatemelia"
"Amphisbatis incongruella";"inktmot";"micro";"Lypusidae";"Amphisbatis"
"Pseudatemelia josephinae";"zomerzaksikkelmot";"micro";"Lypusidae";"Pseudatemelia"
"Depressaria depressana";"klein peenplatlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria chaerophylli";"kervelplatlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria albipunctella";"witstipplatlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria emeritella";"witrugplatlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria sordidatella";"grauw platlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria douglasella";"bont platlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria pulcherrimella";"klein platlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria badiella";"heideplatlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria pimpinellae";"bevernelplatlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria radiella";"groot platlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria ultimella";"torkruidplatlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria daucella";"karwijplatlijfje";"micro";"Elachistidae";"Depressaria"
"Depressaria discipunctella";"sober platlijfje";"micro";"Elachistidae";"Depressaria"
"Agonopterix assimilella";"gele bremkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix atomella";"heidebremkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix ciliella";"bonte kaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix arenella";"bleke kaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix pallorella";"zwartstreepkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix capreolella";"bevernelkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix angelicella";"moeraskaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix subpropinquella";"distelkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix purpurea";"purperkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix yeatiana";"peenkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix cnicella";"kruisdistelkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix curvipunctosa";"waddenkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix nervosa";"spitse kaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix umbellana";"gaspeldoornkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix scopariella";"vale bremkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix ocellana";"roodvlekkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix conterminella";"wilgenkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix liturosa";"sint-janskaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix laterella";"korenbloemkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix kaekeritziana";"heldergele kaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix propinquella";"zwartvlekkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix alstromeriana";"blauwvlekkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix nanatella";"driedistelkaartmot";"micro";"Elachistidae";"Agonopterix"
"Agonopterix heracliana";"gewone kaartmot";"micro";"Elachistidae";"Agonopterix"
"Levipalpus hepatariella";"leverplatlijf";"micro";"Elachistidae";"Levipalpus"
"Luquetia lobella";"tienvlekmot";"micro";"Elachistidae";"Luquetia"
"Semioscopis steinkellneriana";"meidoornplatlijf";"micro";"Elachistidae";"Semioscopis"
"Semioscopis oculella";"sikkelplatlijf";"micro";"Elachistidae";"Semioscopis"
"Semioscopis avellanella";"berkenplatlijf";"micro";"Elachistidae";"Semioscopis"
"Orophia sordidella";"krijtlandmot";"micro";"Elachistidae";"Orophia"
"Lyonetia clerkella";"hangmatmot";"micro";"Lyonetiidae";"Lyonetia"
"Leucoptera lustratella";"hertshooisneeuwmot";"micro";"Lyonetiidae";"Leucoptera"
"Leucoptera malifoliella";"appelsneeuwmot";"micro";"Lyonetiidae";"Leucoptera"
"Leucoptera lotella";"rolklaversneeuwmot";"micro";"Lyonetiidae";"Leucoptera"
"Leucoptera spartifoliella";"bremsneeuwmot";"micro";"Lyonetiidae";"Leucoptera"
"Leucoptera laburnella";"goudenregenmot";"micro";"Lyonetiidae";"Leucoptera"
"Leucoptera sinuella";"populierensneeuwmot";"micro";"Lyonetiidae";"Leucoptera"
"Bedellia somnulentella";"potloodmot";"micro";"Bedelliidae";"Bedellia"
"Heliodines roesella";"roestmot";"micro";"Heliodinidae";"Heliodines"
"Glyphipterix schoenicolella";"knopbiesparelmot";"micro";"Glyphipterigidae";"Glyphipterix"
"Glyphipterix simpliciella";"kleine parelmot";"micro";"Glyphipterigidae";"Glyphipterix"
"Glyphipterix forsterella";"zeggeparelmot";"micro";"Glyphipterigidae";"Glyphipterix"
"Glyphipterix equitella";"duinparelmot";"micro";"Glyphipterigidae";"Glyphipterix"
"Glyphipterix thrasonella";"grote parelmot";"micro";"Glyphipterigidae";"Glyphipterix"
"Orthotelia sparganella";"rietstreepmot";"micro";"Glyphipterigidae";"Orthotelia"
"Acrolepia autumnitella";"bitterzoetmot";"micro";"Glyphipterigidae";"Acrolepia"
"Acrolepiopsis assectella";"preimot";"micro";"Glyphipterigidae";"Acrolepiopsis"
"Digitivalva pulicariae";"heelblaadjesmineermot";"micro";"Glyphipterigidae";"Digitivalva"
"Digitivalva perlepidella";"donderkruidmineermot";"micro";"Glyphipterigidae";"Digitivalva"
"Digitivalva arnicella";"valkruidmineermot";"micro";"Glyphipterigidae";"Digitivalva"
"Digitivalva valeriella";"snellens heelblaadjesmineermot";"micro";"Glyphipterigidae";"Digitivalva"
"Eidophasia messingiella";"kruidkersmot";"micro";"Plutellidae";"Eidophasia"
"Plutella porrectella";"gemarmerd koolmotje";"micro";"Plutellidae";"Plutella"
"Plutella xylostella";"koolmotje";"micro";"Plutellidae";"Plutella"
"Ochsenheimeria vacculella";"lichte stekelmot";"micro";"Ypsolophidae";"Ochsenheimeria"
"Ochsenheimeria urella";"";"micro";"Ypsolophidae";"Ochsenheimeria"
"Ochsenheimeria taurella";"tarwestekelmot";"micro";"Ypsolophidae";"Ochsenheimeria"
"Ypsolopha vittella";"zwartvlekspitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha sequella";"panterspitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha ustella";"variabele spitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha parenthesella";"witvlekspitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha sylvella";"gele spitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha alpella";"eikenspitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha lucella";"oranje spitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha horridella";"grijze spitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha scabrella";"gelijnde spitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha dentella";"bonte spitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha nemorella";"lichte spitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Ypsolopha mucronella";"smalvleugelspitskopmot";"micro";"Ypsolophidae";"Ypsolopha"
"Argyresthia semitestacella";"beukenpedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia albistria";"sleedoornpedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia bonnetella";"variabele pedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia pruniella";"kersenpedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia semifusca";"okerbruine pedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia pulchella";"kastanjekleurige pedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia conjugella";"grote pedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia spinosella";"bloesempedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia glaucinella";"schorspedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia fundella";"grofgevlekte pedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia retinella";"gevlekte pedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia curvella";"appelpedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia sorbiella";"bessenpedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia pygmaeella";"vale pedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia goedartella";"berkenpedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia brockeella";"sierlijke pedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia aurulentella";"gestreepte pedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia abdominalis";"oranje vlekpedaalmot";"micro";"Argyresthiidae";"Argyresthia"
"Argyresthia thuiella";"thujamineermot";"micro";"Argyresthiidae";"Argyresthia"
